id,user_id,experiment_id,scenario_type,input_type,input_state,hand,event_datetime
70,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:14.507
71,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:15.7
72,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:15.437
73,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:15.835
74,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:16.784
75,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:16.842
76,AA,1,S1_BasicMechanics,IA_Grab_Left,started,Left,2024-10-22 13:54:18.179
77,AA,1,S1_BasicMechanics,IA_Grab_Left,completed,Left,2024-10-22 13:54:18.457
78,AA,1,S1_BasicMechanics,IA_Grab_Left,started,Left,2024-10-22 13:54:18.615
79,AA,1,S1_BasicMechanics,IA_Grab_Right,started,Right,2024-10-22 13:54:19.181
80,AA,1,S1_BasicMechanics,IA_Grab_Right,completed,Right,2024-10-22 13:54:19.736
81,AA,1,S1_BasicMechanics,IA_Grab_Right,started,Right,2024-10-22 13:54:20.608
82,AA,1,S1_BasicMechanics,IA_Grab_Right,completed,Right,2024-10-22 13:54:21.127
83,AA,1,S1_BasicMechanics,IA_Grab_Right,started,Right,2024-10-22 13:54:21.635
84,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:23.190
85,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:23.554
86,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:23.926
87,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:25.112
88,AA,1,S1_BasicMechanics,IA_Grab_Right,completed,Right,2024-10-22 13:54:26.576
89,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:27.259
90,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:27.481
91,AA,1,S1_BasicMechanics,IA_Grab_Left,completed,Left,2024-10-22 13:54:28.598
92,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:29.461
93,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:29.562
94,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:29.791
95,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:30.568
96,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:30.923
97,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:31.400
98,AA,1,S1_BasicMechanics,IA_Grab_Left,started,Left,2024-10-22 13:54:33.373
99,AA,1,S1_BasicMechanics,IA_Grab_Left,completed,Left,2024-10-22 13:54:34.50
100,AA,1,S1_BasicMechanics,IA_Grab_Left,started,Left,2024-10-22 13:54:34.441
101,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:35.836
102,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:36.324
103,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:36.759
104,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:37.122
105,AA,1,S1_BasicMechanics,IA_Grab_Left,completed,Left,2024-10-22 13:54:39.362
106,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:42.946
107,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:43.550
108,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:43.994
109,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:44.418
110,AA,1,S1_BasicMechanics,IA_Menu_Interact_Left,started,Left,2024-10-22 13:54:45.504
111,AA,1,S1_BasicMechanics,IA_Menu_Interact_Left,completed,Left,2024-10-22 13:54:45.649
112,AA,1,S1_BasicMechanics,IA_Menu_Interact_Left,started,Left,2024-10-22 13:54:46.580
113,AA,1,S1_BasicMechanics,IA_Menu_Interact_Left,completed,Left,2024-10-22 13:54:46.726
114,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:49.256
115,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:51.226
116,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:51.718
117,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:54:51.968
118,AA,1,S1_BasicMechanics,IA_Grab_Right,started,Right,2024-10-22 13:54:53.938
119,AA,1,S1_BasicMechanics,IA_Move_Left,started,Left,2024-10-22 13:54:54.659
120,AA,1,S1_BasicMechanics,IA_Move_Left,completed,Left,2024-10-22 13:54:55.40
121,AA,1,S1_BasicMechanics,IA_Move_Left,started,Left,2024-10-22 13:54:55.391
122,AA,1,S1_BasicMechanics,IA_Move_Left,completed,Left,2024-10-22 13:54:55.697
123,AA,1,S1_BasicMechanics,IA_Move_Left,started,Left,2024-10-22 13:54:56.346
124,AA,1,S1_BasicMechanics,IA_Move_Left,completed,Left,2024-10-22 13:54:56.531
125,AA,1,S1_BasicMechanics,IA_Grab_Right,completed,Right,2024-10-22 13:54:57.775
126,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:54:59.237
127,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:55:0.942
128,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:55:1.303
129,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:55:1.616
130,AA,1,S1_BasicMechanics,IA_Menu_Interact_Right,started,Right,2024-10-22 13:55:2.329
131,AA,1,S1_BasicMechanics,IA_Menu_Interact_Right,completed,Right,2024-10-22 13:55:2.403
132,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:55:4.390
133,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:55:4.547
134,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:55:21.972
135,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:55:22.375
136,AA,1,S1_BasicMechanics,IA_Move_Right,started,Right,2024-10-22 13:55:39.417
137,AA,1,S1_BasicMechanics,IA_Move_Right,completed,Right,2024-10-22 13:55:40.760
